,Nr. of Sect. Chd,min. Chd Diameter,max. Chd Diameter,initial $\mu$ 3D,initial $\sigma$ 3D,$\mu$ Fit 3D,$\sigma$ Fit 3D,mean 3D,median 3D,mode 3D,$\mu$ Fit 2D,$\sigma$ Fit 2D,mean 2D,median 2D,mode 2D
0,3945,0,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
1,3945,20,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
2,3945,40,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
3,3945,60,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
4,3945,80,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
5,3945,100,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
6,3945,120,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
7,3945,140,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
8,3945,160,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
9,3945,180,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
10,3945,200,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
11,3945,220,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
12,3945,240,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
13,3945,260,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
14,3945,280,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
15,3945,300,1000,6.0,0.05,5.999949955809867,0.05002665441013048,403.91371922812147,403.40860473065754,402.400269959332,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
16,3945,320,1000,6.0,0.05,5.999951497096062,0.05002283153699689,403.91426453137814,403.4092264992504,402.4010440827015,5.698335855197773,0.41753119118573273,325.54542388044126,298.37045594410995,250.63646924436622
17,3944,340,1000,6.0,0.05,6.000008625992436,0.049925610869746645,403.9353778309228,403.43227348146524,402.4279438620901,5.698461419531832,0.41750963947871367,325.5833736384637,298.40792298392626,250.6724534217031
18,3903,360,1000,6.0,0.05,6.001484417759876,0.04822593402677203,404.4982006333644,404.0280950555361,403.0895223272391,5.6998572356928126,0.4170995837239472,325.9823592146823,298.8247364151802,251.10851413845364
19,3554,380,1000,6.0,0.05,6.011020080531861,0.0414432935980421,408.24964154580323,407.89919815437344,407.1992135799985,5.705808083402831,0.42327598834131125,328.7801744094927,300.6082985033813,251.29951663671832
